marka,Isletim_Sistemi,Islemci_Tipi,Islemci_Nesli,SSD_Kapasitesi,Ram,Hard_Disk_Kapasitesi,Ekran_Yenileme_Hizi,Ekran_Karti,Ekran_Boyutu,Fiyat
16,1,20,12.0,512.0,16.0,0.0,60.0,21,14.0,25.631
2,5,19,11.0,256.0,8.0,0.0,60.0,14,15.6,11.799
16,1,8,5.0,512.0,16.0,0.0,60.0,3,15.6,13.499
16,5,20,11.0,512.0,20.0,0.0,60.0,40,14.0,15.7471
16,5,20,11.0,256.0,20.0,0.0,60.0,40,14.0,15.2818
16,5,20,11.0,256.0,12.0,0.0,60.0,27,15.6,14.7483
11,1,6,5.0,512.0,32.0,0.0,60.0,3,15.6,14.8
2,1,20,12.0,1.0,16.0,0.0,60.0,24,15.6,19.999
16,5,23,5.0,4.0,4.0,2.0,90.0,14,15.6,31.999
16,1,20,11.0,1.0,12.0,1.0,60.0,40,14.0,14.9223
16,1,20,11.0,1.0,8.0,1.0,60.0,40,14.0,14.5638
2,5,17,4.0,128.0,4.0,0.0,60.0,25,15.6,7.65
18,1,21,13.0,500.0,16.0,0.0,165.0,55,16.0,57.999
2,5,7,5.0,1.0,16.0,0.0,90.0,14,14.0,36.999
2,2,12,12.0,480.0,48.0,256.0,120.0,1,10.6,9.949
6,1,20,11.0,1.0,16.0,0.0,60.0,21,15.6,12.8191
11,1,20,11.0,1.0,24.0,0.0,60.0,14,15.6,13.699
2,5,20,12.0,256.0,16.0,0.0,60.0,27,15.6,16.999
11,1,8,7.0,512.0,16.0,0.0,144.0,53,16.1,33.899
4,5,20,12.0,256.0,12.0,0.0,60.0,21,15.6,15.7471
4,5,20,10.0,256.0,8.0,0.0,60.0,21,15.6,15.4965
4,5,20,10.0,256.0,12.0,0.0,60.0,21,15.6,15.855
4,5,20,10.0,256.0,8.0,0.0,60.0,21,15.6,15.4965
4,1,20,10.0,256.0,16.0,0.0,60.0,21,15.6,14.9223
4,1,20,10.0,512.0,8.0,0.0,60.0,21,15.6,14.7999
4,1,20,10.0,256.0,12.0,0.0,60.0,21,15.6,14.5998
4,1,20,10.0,512.0,12.0,0.0,60.0,21,15.6,15.0651
4,1,20,10.0,512.0,16.0,0.0,60.0,21,15.6,15.3886
4,5,20,12.0,512.0,8.0,0.0,60.0,21,15.6,16.2144
4,5,20,12.0,256.0,8.0,0.0,60.0,21,15.6,15.7471
4,5,20,12.0,256.0,8.0,0.0,60.0,21,15.6,15.3886
4,5,20,12.0,256.0,12.0,0.0,60.0,21,15.6,15.7471
4,5,20,12.0,256.0,16.0,0.0,60.0,21,15.6,16.2504
4,5,20,12.0,512.0,8.0,0.0,60.0,21,15.6,15.855
4,5,20,12.0,512.0,8.0,0.0,60.0,21,15.6,16.0357
4,5,20,12.0,256.0,8.0,0.0,60.0,21,15.6,15.5684
4,5,20,12.0,512.0,12.0,0.0,60.0,21,15.6,16.2144
4,5,20,12.0,256.0,16.0,0.0,60.0,21,15.6,16.0706
4,5,20,12.0,256.0,12.0,0.0,60.0,21,15.6,15.9279
4,5,20,12.0,512.0,8.0,0.0,60.0,21,15.6,15.855
4,5,20,12.0,512.0,12.0,0.0,60.0,21,15.6,16.2144
4,5,20,12.0,256.0,16.0,0.0,60.0,21,15.6,16.0706
4,5,20,12.0,256.0,8.0,0.0,60.0,21,15.6,15.3886
4,1,20,12.0,1.0,16.0,0.0,60.0,21,15.6,15.8919
4,1,20,12.0,1.0,20.0,0.0,60.0,21,15.6,16.2504
4,1,20,12.0,512.0,12.0,0.0,60.0,21,15.6,14.9583
4,1,20,12.0,512.0,16.0,0.0,60.0,21,15.6,15.2818
3,5,21,12.0,1.0,64.0,0.0,60.0,21,15.6,31.899
4,5,20,11.0,256.0,8.0,1.0,60.0,40,14.0,14.9223
4,5,20,11.0,256.0,12.0,0.0,60.0,40,14.0,14.2403
4,5,20,11.0,512.0,16.0,0.0,60.0,40,14.0,15.2099
4,5,20,11.0,256.0,20.0,0.0,60.0,40,14.0,14.9223
4,5,20,11.0,256.0,20.0,0.0,60.0,40,14.0,15.1011
4,5,20,11.0,256.0,24.0,0.0,60.0,40,14.0,15.5324
4,5,20,11.0,512.0,8.0,1.0,60.0,40,14.0,15.3886
4,1,20,11.0,2.0,12.0,0.0,60.0,40,14.0,15.6043
4,1,20,11.0,256.0,32.0,0.0,60.0,40,14.0,14.419
4,1,20,11.0,2.0,8.0,0.0,60.0,40,14.0,15.2458
4,5,20,11.0,1.0,12.0,0.0,60.0,40,14.0,15.3177
4,5,20,11.0,512.0,20.0,0.0,60.0,40,14.0,15.5684
4,5,20,11.0,512.0,8.0,1.0,60.0,40,14.0,15.2099
4,5,20,11.0,1.0,12.0,0.0,60.0,40,14.0,15.4965
4,5,20,11.0,512.0,12.0,1.0,60.0,40,14.0,15.5684
4,5,20,11.0,512.0,8.0,0.0,60.0,40,14.0,14.3481
4,5,20,11.0,1.0,8.0,0.0,60.0,40,14.0,15.137
4,1,20,11.0,1.0,20.0,1.0,60.0,40,14.0,15.6043
4,1,20,11.0,256.0,20.0,0.0,60.0,40,14.0,13.6661
4,5,20,11.0,512.0,8.0,1.0,60.0,40,14.0,15.5684
4,5,20,11.0,512.0,16.0,0.0,60.0,40,14.0,15.0302
4,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,15.3886
4,5,20,10.0,256.0,12.0,0.0,60.0,21,15.6,15.855
4,1,20,10.0,256.0,24.0,0.0,60.0,21,15.6,15.5324
4,1,20,10.0,1.0,12.0,0.0,60.0,21,15.6,15.6762
4,1,20,12.0,256.0,24.0,0.0,60.0,21,15.6,15.4246
4,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,14.8145
3,1,20,11.0,500.0,8.0,0.0,60.0,27,15.6,16.299
11,1,19,10.0,0.0,4.0,1.0,60.0,38,15.6,10.999
16,1,20,12.0,256.0,8.0,0.0,60.0,27,15.6,13.184
2,1,20,11.0,512.0,8.0,0.0,60.0,14,15.6,13.399
11,5,20,13.0,1.0,16.0,0.0,60.0,21,15.6,21.299
4,5,21,13.0,512.0,16.0,0.0,120.0,45,15.6,41.016
4,1,20,13.0,1.0,16.0,0.0,120.0,45,16.0,30.4711
6,1,20,11.0,128.0,8.0,0.0,60.0,21,15.6,10.0471
16,1,20,12.0,512.0,16.0,0.0,60.0,13,15.6,21.599
16,1,25,13.0,256.0,16.0,0.0,60.0,14,15.6,13.5
16,5,20,10.0,512.0,8.0,0.0,60.0,24,15.6,14.999
16,1,17,4.0,128.0,4.0,0.0,60.0,25,14.0,8.155
16,1,20,12.0,512.0,16.0,0.0,60.0,21,15.6,14.8999
4,1,20,12.0,512.0,16.0,0.0,60.0,21,14.0,16.9281
4,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,13.999
11,1,21,12.0,1.0,16.0,0.0,165.0,58,16.1,41.699
16,5,6,7.0,256.0,4.0,0.0,60.0,14,15.6,10.3999
11,1,20,12.0,512.0,16.0,0.0,60.0,21,14.0,17.3999
4,1,20,11.0,2.0,16.0,0.0,60.0,40,14.0,15.9279
4,5,20,11.0,1.0,8.0,1.0,60.0,40,14.0,15.819
4,5,20,11.0,256.0,20.0,1.0,60.0,40,14.0,15.7831
4,5,20,11.0,512.0,24.0,0.0,60.0,40,14.0,15.6403
4,5,20,11.0,512.0,12.0,1.0,60.0,40,14.0,15.7471
4,5,20,11.0,512.0,12.0,1.0,60.0,40,14.0,15.9279
4,5,20,11.0,256.0,32.0,0.0,60.0,40,14.0,15.855
4,5,20,11.0,1.0,16.0,0.0,60.0,40,14.0,15.819
4,1,20,12.0,1.0,32.0,2.0,60.0,43,15.6,24.8922
2,1,19,11.0,512.0,12.0,0.0,60.0,14,15.6,11.499
16,5,7,5.0,512.0,8.0,0.0,60.0,3,15.6,15.0
16,5,20,11.0,1.0,16.0,0.0,60.0,21,15.6,20.591
16,5,20,11.0,1.0,16.0,0.0,60.0,21,15.6,19.916
6,1,20,11.0,1.0,32.0,0.0,60.0,21,15.6,14.2918
2,1,19,11.0,256.0,4.0,0.0,60.0,24,15.6,9.498
11,1,25,13.0,256.0,16.0,0.0,60.0,14,15.6,26.9573
11,1,7,5.0,512.0,16.0,0.0,60.0,3,15.6,18.6
11,5,20,12.0,512.0,8.0,0.0,60.0,21,15.6,18.5
11,1,20,12.0,512.0,8.0,0.0,60.0,21,15.6,18.0
11,5,20,12.0,1.0,32.0,0.0,60.0,21,15.6,22.2
11,5,20,12.0,256.0,8.0,0.0,60.0,21,15.6,18.0
11,1,20,12.0,256.0,16.0,0.0,60.0,21,15.6,18.1
11,1,19,12.0,256.0,64.0,0.0,60.0,24,14.0,19.745
11,5,19,12.0,256.0,64.0,0.0,60.0,24,14.0,20.611
11,5,19,12.0,256.0,8.0,0.0,60.0,24,14.0,15.401
11,5,19,12.0,256.0,8.0,0.0,60.0,24,14.0,15.401
11,1,19,12.0,256.0,8.0,0.0,60.0,24,14.0,14.754
11,5,19,12.0,256.0,8.0,0.0,60.0,21,14.0,15.401
11,1,19,12.0,256.0,8.0,0.0,60.0,21,14.0,14.754
11,1,19,12.0,256.0,8.0,0.0,60.0,24,14.0,12.2204
11,5,8,7.0,2.0,32.0,0.0,144.0,45,16.1,34.999
2,5,7,5.0,512.0,8.0,0.0,144.0,44,15.6,24.999
2,5,19,11.0,512.0,8.0,0.0,60.0,24,15.6,16.6311
11,5,20,13.0,512.0,8.0,0.0,60.0,14,15.6,18.099
11,1,7,5.0,512.0,32.0,0.0,144.0,10,15.6,27.509
16,1,21,12.0,1.0,16.0,0.0,60.0,21,15.6,20.3999
2,1,19,12.0,1.0,16.0,0.0,60.0,24,15.6,12.9122
2,1,21,12.0,1.0,16.0,0.0,60.0,24,15.6,22.569
11,5,20,11.0,512.0,16.0,0.0,60.0,21,15.6,18.399
2,1,20,13.0,1.0,16.0,0.0,60.0,27,15.6,19.9979
16,2,20,12.0,256.0,8.0,0.0,60.0,21,12.5,32.999
16,5,20,11.0,256.0,8.0,0.0,60.0,13,15.6,14.999
2,5,29,5.0,32.0,36.0,500.0,90.0,42,18.0,15.387
2,5,17,13.0,128.0,4.0,0.0,60.0,25,15.6,8.499
10,5,20,10.0,512.0,8.0,0.0,60.0,24,14.0,23.999
4,1,20,11.0,512.0,16.0,0.0,60.0,21,15.6,14.999
17,5,29,12.0,512.0,16.0,0.0,90.0,21,13.0,91.466
19,1,22,13.0,1.0,32.0,0.0,240.0,57,17.0,124.0058
16,1,20,12.0,1.0,24.0,0.0,60.0,21,15.6,16.199
2,1,8,1.0,512.0,24.0,0.0,60.0,14,16.0,21.029
2,5,20,10.0,512.0,32.0,0.0,60.0,36,15.6,26.1188
2,1,17,13.0,0.0,4.0,1.0,60.0,16,15.6,9.489
1,3,12,13.0,512.0,16.0,0.0,120.0,29,14.0,71.699
19,5,21,12.0,512.0,32.0,0.0,60.0,36,14.0,35.65
11,1,21,12.0,1.0,16.0,0.0,60.0,21,15.6,26.0
0,5,21,13.0,512.0,16.0,0.0,165.0,54,16.0,57.998
4,5,20,12.0,1.0,12.0,0.0,60.0,21,15.6,16.8246
11,5,20,11.0,1.0,32.0,0.0,60.0,24,15.6,17.59
11,1,6,5.0,1.0,16.0,0.0,60.0,3,15.6,14.8
11,1,6,5.0,1.0,8.0,0.0,60.0,3,15.6,14.1
2,5,20,12.0,1.0,24.0,0.0,60.0,21,15.6,18.449
11,5,21,13.0,1.0,32.0,0.0,60.0,24,13.5,53.789
2,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,18.399
2,5,21,13.0,512.0,8.0,512.0,60.0,24,15.6,27.854
0,1,6,7.0,512.0,8.0,0.0,60.0,3,15.6,10.299
2,5,7,7.0,512.0,8.0,0.0,60.0,14,15.6,15.999
11,1,7,7.0,512.0,8.0,0.0,60.0,14,15.6,17.3076
11,1,8,7.0,2.0,32.0,0.0,144.0,51,16.1,37.999
2,1,21,12.0,1.0,40.0,0.0,60.0,24,15.6,24.2989
18,5,20,12.0,1.0,16.0,0.0,60.0,21,14.1,22.499
11,1,20,12.0,256.0,32.0,0.0,60.0,21,15.6,19.2
11,5,20,12.0,256.0,32.0,0.0,60.0,21,15.6,19.7
11,1,8,7.0,512.0,16.0,0.0,144.0,53,16.1,32.899
16,1,17,1.0,256.0,4.0,0.0,60.0,14,14.0,9.449
16,5,7,7.0,256.0,8.0,0.0,60.0,13,15.6,12.159
4,1,20,12.0,512.0,16.0,0.0,60.0,43,15.6,19.44
23,5,20,10.0,256.0,16.0,0.0,60.0,65,14.0,26.785
16,1,20,11.0,512.0,8.0,0.0,60.0,41,15.6,18.2569
11,1,21,13.0,1.0,16.0,0.0,165.0,54,16.1,45.999
16,5,17,1.0,128.0,4.0,0.0,60.0,65,14.0,8.399
2,7,32,10.0,512.0,16.0,0.0,60.0,70,15.6,23.499
11,5,6,5.0,512.0,32.0,0.0,60.0,3,15.6,15.2
11,5,20,11.0,1.0,24.0,0.0,60.0,21,15.6,15.999
4,5,7,5.0,512.0,16.0,1.0,120.0,3,15.6,15.7523
11,5,21,13.0,1.0,32.0,0.0,60.0,62,16.0,64.617
6,1,20,11.0,1.0,64.0,0.0,60.0,21,15.6,16.0371
3,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,14.699
16,1,20,12.0,512.0,16.0,0.0,60.0,27,15.6,16.0516
0,5,7,7.0,512.0,8.0,0.0,60.0,3,15.6,12.6421
16,1,20,11.0,256.0,16.0,0.0,60.0,41,15.6,16.1536
11,1,21,13.0,1.0,32.0,0.0,165.0,56,16.1,71.999
0,1,7,7.0,256.0,8.0,0.0,60.0,3,15.6,13.9988
16,5,7,5.0,512.0,8.0,0.0,120.0,36,15.6,23.949
2,5,7,13.0,1.0,24.0,0.0,60.0,3,14.0,28.599
21,5,17,13.0,128.0,128.0,128.0,60.0,16,15.6,7.9
0,1,22,13.0,1.0,32.0,0.0,240.0,56,16.0,83.999
2,1,22,13.0,2.0,32.0,500.0,120.0,55,16.0,89.999
0,1,21,11.0,512.0,8.0,0.0,144.0,58,15.6,33.45
2,5,19,11.0,128.0,8.0,0.0,60.0,14,15.6,10.199
4,1,6,1.0,128.0,1.0,250.0,60.0,14,14.0,79.275
3,5,19,11.0,500.0,8.0,0.0,60.0,24,15.6,13.599
3,5,20,11.0,250.0,8.0,0.0,60.0,21,15.6,14.875
2,1,19,11.0,256.0,4.0,0.0,60.0,24,15.6,9.499
2,1,22,12.0,2.0,32.0,0.0,60.0,63,16.0,97.999
2,5,19,11.0,512.0,8.0,0.0,60.0,24,15.6,11.5999
16,1,21,10.0,256.0,4.0,0.0,120.0,51,14.0,31.999
3,1,20,12.0,2.0,32.0,0.0,144.0,53,15.6,34.999
11,1,8,7.0,1.0,32.0,0.0,144.0,55,16.1,48.999
4,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,17.999
8,1,20,12.0,512.0,32.0,0.0,144.0,54,15.6,32.499
2,5,6,3.0,256.0,12.0,0.0,60.0,14,14.0,14.866
4,2,19,11.0,256.0,8.0,0.0,60.0,24,14.0,11.499
6,1,20,11.0,1.0,32.0,0.0,60.0,21,15.6,14.7501
3,5,20,12.0,1.0,32.0,0.0,144.0,36,15.6,27.999
11,5,22,13.0,4.0,64.0,0.0,240.0,57,17.3,163.2
2,1,21,12.0,512.0,16.0,0.0,60.0,27,15.6,22.549
16,1,8,5.0,512.0,16.0,0.0,60.0,3,15.6,13.399
2,1,20,11.0,512.0,8.0,0.0,144.0,45,15.6,33.333
11,1,7,5.0,1.0,16.0,0.0,60.0,3,14.0,14.349
2,1,20,11.0,256.0,24.0,0.0,60.0,14,15.6,13.239
11,1,20,12.0,512.0,8.0,0.0,60.0,14,15.6,19.999
11,5,21,12.0,1.0,32.0,0.0,60.0,21,14.0,31.8
4,5,20,11.0,512.0,16.0,0.0,60.0,40,14.0,15.599
4,5,20,13.0,256.0,8.0,0.0,60.0,27,14.0,18.999
1,3,10,3.0,256.0,8.0,250.0,120.0,14,13.3,31.17
16,1,21,11.0,256.0,16.0,0.0,165.0,46,15.6,36.2
16,1,19,12.0,512.0,8.0,512.0,60.0,16,14.0,11.989
17,5,21,12.0,256.0,16.0,0.0,120.0,21,13.0,61.915
2,5,20,10.0,256.0,8.0,0.0,60.0,13,15.6,14.999
2,5,19,11.0,128.0,8.0,0.0,60.0,16,15.6,10.449
16,5,19,10.0,256.0,4.0,0.0,60.0,16,15.6,10.499
3,5,21,12.0,2.0,64.0,0.0,144.0,54,15.6,45.999
4,5,20,10.0,256.0,8.0,0.0,60.0,21,15.6,15.6762
11,5,20,13.0,512.0,16.0,512.0,60.0,21,14.0,31.141
4,5,20,10.0,512.0,8.0,0.0,60.0,21,15.6,15.9638
4,5,20,10.0,512.0,8.0,0.0,60.0,21,15.6,15.9638
4,1,20,10.0,1.0,16.0,0.0,60.0,21,15.6,15.9997
4,1,20,10.0,512.0,24.0,0.0,60.0,21,15.6,15.9997
3,1,20,12.0,500.0,32.0,0.0,60.0,21,15.6,17.499
16,1,20,11.0,512.0,8.0,0.0,60.0,13,15.6,14.299
16,1,25,13.0,256.0,16.0,0.0,60.0,14,15.6,11.999
2,5,19,11.0,128.0,4.0,0.0,60.0,35,15.6,12.999
16,5,20,12.0,512.0,8.0,0.0,60.0,21,16.0,28.999
16,5,7,7.0,256.0,8.0,0.0,60.0,14,15.6,11.803
2,1,21,12.0,1.0,40.0,0.0,60.0,27,15.6,25.1451
4,1,21,12.0,1.0,16.0,0.0,120.0,27,15.6,20.9999
4,1,21,12.0,512.0,16.0,0.0,120.0,14,15.6,19.6225
3,1,20,12.0,1.0,32.0,0.0,144.0,44,15.6,26.999
0,1,21,12.0,512.0,32.0,0.0,60.0,43,15.6,22.6201
11,1,8,5.0,1.0,16.0,0.0,144.0,58,16.1,31.9
11,1,20,11.0,512.0,8.0,0.0,60.0,43,15.6,19.2999
4,5,7,5.0,512.0,32.0,0.0,120.0,45,15.6,27.489
2,5,20,12.0,0.0,16.0,1.0,120.0,21,14.5,89.999
16,5,8,5.0,512.0,16.0,0.0,60.0,3,15.6,14.6856
11,5,8,7.0,1.0,8.0,0.0,60.0,3,15.6,30.0
2,5,21,13.0,1.0,16.0,0.0,60.0,27,13.3,58.999
2,1,19,11.0,256.0,12.0,0.0,60.0,14,15.6,10.399
4,5,21,13.0,512.0,32.0,0.0,165.0,53,15.6,43.4932
4,5,19,11.0,512.0,16.0,0.0,60.0,24,14.0,12.999
11,5,21,12.0,512.0,16.0,0.0,144.0,58,16.1,55.9
24,5,10,5.0,4.0,48.0,750.0,90.0,68,18.0,69.0
16,1,20,12.0,1.0,16.0,0.0,60.0,21,15.6,15.6999
0,5,7,7.0,1.0,8.0,0.0,60.0,3,15.6,18.4131
11,1,8,7.0,1.0,16.0,0.0,144.0,54,16.1,41.899
11,5,20,13.0,512.0,64.0,0.0,60.0,21,15.6,23.899
1,3,13,2.0,512.0,8.0,512.0,120.0,30,15.0,59.49
1,3,13,2.0,256.0,16.0,0.0,60.0,30,13.3,59.99
16,5,8,5.0,512.0,16.0,0.0,60.0,3,15.6,16.576
11,5,20,11.0,512.0,12.0,0.0,60.0,14,15.6,14.299
2,1,19,12.0,256.0,4.0,0.0,60.0,16,15.6,9.789
11,1,21,12.0,512.0,16.0,0.0,60.0,43,15.6,23.999
3,1,19,11.0,1.0,32.0,0.0,60.0,24,15.6,17.299
2,5,22,13.0,1.0,16.0,0.0,240.0,55,16.0,71.05
2,1,8,7.0,512.0,16.0,0.0,144.0,53,15.6,34.5804
4,1,21,12.0,512.0,32.0,0.0,120.0,14,15.6,20.5309
18,5,21,11.0,500.0,16.0,0.0,144.0,46,15.6,31.599
11,1,20,11.0,512.0,12.0,0.0,60.0,14,15.6,12.649
23,5,21,4.0,512.0,16.0,500.0,60.0,17,15.6,29.9999
2,1,20,11.0,256.0,8.0,0.0,60.0,16,15.6,12.97
16,5,17,11.0,0.0,4.0,128.0,60.0,14,15.6,7.5
4,5,7,5.0,256.0,8.0,0.0,120.0,3,15.6,12.8368
4,1,19,11.0,0.0,4.0,0.0,60.0,24,14.0,9.3741
11,1,6,5.0,256.0,8.0,0.0,60.0,3,14.0,10.549
16,5,19,11.0,256.0,16.0,0.0,60.0,24,15.6,12.414
2,5,8,7.0,512.0,8.0,500.0,144.0,53,15.6,33.499
3,5,20,11.0,500.0,8.0,0.0,60.0,21,15.6,15.999
11,5,20,13.0,1.0,64.0,0.0,144.0,44,15.6,30.902
16,1,20,11.0,512.0,8.0,0.0,60.0,21,15.6,14.999
1,3,27,13.0,256.0,16.0,0.0,60.0,31,13.6,45.999
2,1,22,13.0,2.0,32.0,0.0,240.0,57,18.4,124.999
4,1,21,12.0,256.0,16.0,0.0,60.0,14,15.6,19.2588
1,3,27,13.0,512.0,16.0,512.0,60.0,30,13.3,64.999
3,1,21,11.0,2.0,32.0,0.0,60.0,21,15.6,28.5
2,1,20,11.0,512.0,16.0,0.0,144.0,45,15.6,29.999
16,5,17,13.0,128.0,4.0,128.0,60.0,25,15.6,9.449
16,1,8,5.0,1.0,24.0,0.0,60.0,3,15.6,19.0
4,1,25,13.0,256.0,16.0,1.0,360.0,46,15.6,36.5076
4,1,21,12.0,256.0,8.0,0.0,60.0,14,15.6,18.5323
16,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,11.999
2,1,22,13.0,2.0,32.0,0.0,240.0,57,18.0,126.999
2,1,21,12.0,1.0,16.0,0.0,144.0,45,15.6,35.1195
19,5,21,13.0,1.0,32.0,0.0,144.0,54,15.6,75.529
2,1,21,10.0,512.0,16.0,0.0,60.0,24,14.0,24.499
16,1,6,7.0,256.0,4.0,0.0,60.0,14,15.6,9.8999
16,1,21,11.0,512.0,16.0,0.0,60.0,21,15.6,20.863
16,1,19,11.0,1.0,20.0,0.0,120.0,24,15.6,11.9999
16,1,20,12.0,512.0,16.0,0.0,165.0,46,15.6,33.888
2,5,20,12.0,0.0,16.0,512.0,60.0,21,14.0,45.5
16,0,26,1.0,8.0,128.0,0.0,360.0,14,15.6,41.3279
0,1,21,12.0,512.0,16.0,0.0,60.0,43,15.6,20.5411
1,3,27,13.0,1.0,16.0,0.0,60.0,13,16.0,88.499
11,5,20,11.0,512.0,24.0,0.0,60.0,21,15.6,15.199
0,1,8,6.0,1.0,16.0,0.0,144.0,49,15.6,35.899
0,1,20,12.0,512.0,8.0,0.0,60.0,24,15.6,13.999
16,1,20,11.0,512.0,16.0,0.0,60.0,41,15.6,18.9235
16,1,20,10.0,256.0,4.0,0.0,60.0,40,15.6,20.812
11,5,20,11.0,256.0,12.0,0.0,60.0,14,15.6,13.899
2,5,24,13.0,0.0,3.0,0.0,60.0,2,11.6,9.499
0,1,22,13.0,1.0,32.0,0.0,240.0,55,16.0,64.999
11,5,20,13.0,512.0,16.0,0.0,144.0,44,15.6,28.766
19,5,22,13.0,2.0,64.0,0.0,165.0,61,17.0,158.519
16,1,6,5.0,256.0,8.0,0.0,60.0,3,15.6,10.9999
2,1,19,12.0,512.0,8.0,0.0,60.0,27,15.6,12.199
2,5,21,12.0,1.0,16.0,0.0,60.0,21,15.6,31.03
2,1,8,4.0,256.0,16.0,0.0,120.0,46,15.6,48.9123
19,5,21,13.0,1.0,64.0,0.0,144.0,54,17.3,70.999
19,1,21,12.0,1.0,32.0,0.0,144.0,55,15.6,57.999
2,1,21,12.0,1.0,16.0,0.0,60.0,27,15.6,23.4621
16,1,6,7.0,256.0,4.0,0.0,60.0,14,15.6,9.8999
16,1,20,10.0,256.0,16.0,0.0,60.0,16,15.6,23.499
4,5,21,11.0,512.0,32.0,0.0,60.0,14,15.6,24.8777
2,5,21,13.0,512.0,16.0,0.0,165.0,53,16.0,49.203
19,1,21,12.0,1.0,16.0,0.0,144.0,54,15.6,45.999
16,1,17,4.0,0.0,4.0,0.0,60.0,14,15.6,7.999
16,5,20,13.0,1.0,16.0,0.0,60.0,27,15.6,17.349
16,5,20,11.0,256.0,8.0,0.0,60.0,65,15.6,15.249
11,5,7,5.0,1.0,16.0,0.0,60.0,3,15.6,13.9691
16,1,21,11.0,1.0,16.0,0.0,165.0,46,15.6,38.5
2,5,17,13.0,128.0,16.0,0.0,60.0,24,14.0,10.799
2,5,17,13.0,256.0,16.0,0.0,60.0,24,14.0,10.799
11,5,8,5.0,256.0,16.0,0.0,60.0,12,15.6,13.499
16,1,8,7.0,512.0,16.0,0.0,60.0,3,15.6,13.399
11,1,7,7.0,512.0,8.0,0.0,60.0,3,15.6,11.2
2,1,21,13.0,1.0,16.0,0.0,165.0,54,16.0,52.611
16,1,17,11.0,1.0,4.0,128.0,60.0,25,15.6,9.8741
2,1,20,11.0,256.0,16.0,0.0,60.0,40,14.0,16.999
16,1,20,11.0,512.0,16.0,0.0,60.0,21,15.6,17.749
6,1,20,11.0,1.0,8.0,0.0,60.0,21,15.6,11.2351
4,1,19,11.0,512.0,16.0,0.0,60.0,24,14.0,9.8521
2,5,17,13.0,256.0,4.0,0.0,60.0,24,14.0,9.299
16,1,20,12.0,1.0,8.0,0.0,60.0,21,14.0,25.9834
16,1,20,12.0,512.0,24.0,0.0,60.0,21,14.0,26.2559
16,1,20,12.0,1.0,16.0,512.0,60.0,21,14.0,27.4221
16,1,20,12.0,1.0,24.0,0.0,60.0,21,14.0,27.3594
16,5,8,12.0,512.0,8.0,0.0,60.0,3,15.6,12.999
16,1,8,5.0,256.0,16.0,0.0,60.0,3,15.6,13.099
16,5,8,5.0,512.0,16.0,0.0,60.0,3,15.6,17.004
16,5,8,5.0,2.0,24.0,0.0,60.0,3,15.6,21.279
16,5,8,5.0,2.0,24.0,0.0,60.0,3,15.6,20.743
18,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,22.999
16,1,21,12.0,512.0,16.0,0.0,240.0,21,15.6,21.999
2,1,22,13.0,2.0,32.0,0.0,120.0,53,16.0,52.099
2,5,21,12.0,1.0,16.0,0.0,60.0,24,15.6,25.0228
16,1,20,11.0,256.0,8.0,1.0,60.0,41,15.6,16.1536
16,5,20,11.0,1.0,20.0,0.0,60.0,21,15.6,16.099
